Airline,Origin,Destination,Total_Delay,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
DL,DTW,RIC,-13.0,42.212398529052734,-83.35340118408203,37.50519943237305,-77.3197021484375
DL,BNA,MCO,-13.2,36.1245002746582,-86.6781997680664,28.429399490356445,-81.30899810791016
DL,SYR,JFK,-13.5,43.11119842529297,-76.1063003540039,40.63980103,-73.77890015
DL,MSP,ICT,-13.6,44.882,-93.221802,37.649899,-97.433098
DL,LGA,OMA,-13.8,40.77719879,-73.87259674,41.3032,-95.894096
DL,DTW,HNL,-13.82,42.212398529052734,-83.35340118408203,21.32062,-157.924228
DL,MSP,SBN,-14.15,44.882,-93.221802,41.70869827270508,-86.31729888916016
DL,TYS,LGA,-14.2,35.81100082,-83.9940033,40.77719879,-73.87259674
DL,DTW,BHM,-14.2,42.212398529052734,-83.35340118408203,33.56290054,-86.75350189
DL,DTW,GSO,-15.17,42.212398529052734,-83.35340118408203,36.097801208496094,-79.93730163574219
DL,LGA,MCI,-15.25,40.77719879,-73.87259674,39.2976,-94.713898
DL,IAH,CVG,-15.4,29.984399795532227,-95.34140014648438,39.0488014221,-84.6678009033
DL,SAV,DTW,-15.68,32.12760162,-81.20210266,42.212398529052734,-83.35340118408203
DL,PWM,JFK,-16.2,43.64619827,-70.30930328,40.63980103,-73.77890015
DL,ICT,MSP,-16.8,37.649899,-97.433098,44.882,-93.221802
DL,LGA,ORF,-17.7,40.77719879,-73.87259674,36.89459991455078,-76.20120239257812
DL,DAY,DTW,-17.8,39.902400970458984,-84.21939849853516,42.212398529052734,-83.35340118408203
DL,TYS,MSP,-18.8,35.81100082,-83.9940033,44.882,-93.221802
DL,LGA,GSO,-19.4,40.77719879,-73.87259674,36.097801208496094,-79.93730163574219
DL,ROC,LGA,-19.9,43.118900299072266,-77.67240142822266,40.77719879,-73.87259674
DL,MSP,TYS,-21.2,44.882,-93.221802,35.81100082,-83.9940033
DL,FAR,DFW,-21.8,46.92070007324219,-96.81580352783203,32.896801,-97.038002
DL,LGA,CMH,-22.2,40.77719879,-73.87259674,39.998001,-82.891899
DL,BNA,MSN,-24.5,36.1245002746582,-86.6781997680664,43.13990020751953,-89.3375015258789
DL,CID,MSP,-25.6,41.884700775146484,-91.71080017089844,44.882,-93.221802
DL,SAV,LGA,0.0,32.12760162,-81.20210266,40.77719879,-73.87259674
DL,JAX,LGA,0.0,30.49410057067871,-81.68789672851562,40.77719879,-73.87259674
